1.0,0.02813,0.02813,0.02812,0.02812,0.02813,0.02813,0.02812,0.02812,0.00625,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.0,0.02812,0.02812,0.02813,0.02813,0.02812,0.02812,0.02813,0.02813,1.0
1.0,0.01406,0.01406,0.01406,0.01406,0.01406,0.01406,0.01406,0.00312,0.03438,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02812,0.0,0.01406,0.01406,0.01406,0.01406,0.01406,0.01406,0.01406,1.0
1.0,0.00703,0.00703,0.00703,0.00703,0.00703,0.00703,0.00156,0.01719,0.03438,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02812,0.01406,0.0,0.00703,0.00703,0.00703,0.00703,0.00703,0.00703,1.0
1.0,0.00352,0.00352,0.00352,0.00352,0.00352,0.00078,0.00859,0.01719,0.03437,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00703,0.0,0.00352,0.00352,0.00352,0.00352,0.00352,1.0
1.0,0.00176,0.00176,0.00176,0.00176,0.00039,0.0043,0.00859,0.01719,0.03437,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00703,0.00352,0.0,0.00176,0.00176,0.00176,0.00176,1.0
1.0,0.00088,0.00088,0.00088,0.0002,0.00215,0.0043,0.00859,0.01719,0.03438,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02812,0.01406,0.00703,0.00352,0.00176,0.0,0.00088,0.00088,0.00088,1.0
1.0,0.00044,0.00044,0.0001,0.00107,0.00215,0.0043,0.00859,0.01719,0.03438,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02812,0.01406,0.00703,0.00352,0.00176,0.00088,0.0,0.00044,0.00044,1.0
1.0,0.00022,5e-05,0.00054,0.00107,0.00215,0.0043,0.00859,0.01719,0.03437,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00703,0.00352,0.00176,0.00088,0.00044,0.0,0.00022,1.0
1.0,2e-05,0.00027,0.00054,0.00107,0.00215,0.0043,0.00859,0.01719,0.03437,0.06875,0.1375,0.275,0.55,1.0,1.0,0.9,0.45,0.225,0.1125,0.05625,0.02813,0.01406,0.00703,0.00352,0.00176,0.00088,0.00044,0.00022,0.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
